,Review,Language,Translated
254,"Da die Lieferung sehr schlecht war, nur 2 Sterne. Kauf über Amazon war o. k., Gerät auch o. k., wie beschrieben. Aber, das Paket wurde mit DHL geliefert. Der Bote hat es vorn an der Fahrstraße, am Hinterrad eines Fahrzeugs abgestellt. Nur, das Kfz. gehört mir nicht. Info das geliefert wurde gab es auch nicht. Glück gehabt, dass es nicht geklaut wurde.",de,"Since the delivery was very poor, only 2 stars. Purchase via Amazon was o. k., device also o. k., as described. But the package was delivered by DHL. The courier left it at the front of the lane, at the rear wheel of a vehicle. Only, the vehicle does not belong to me. There was no information that it had been delivered. I was lucky it wasn't stolen."
255,schnelle und zuverlässige Lieferung. Immer wieder gerne.,de,Fast and reliable delivery. Always happy to do business with us.
256,Alles bestens!!!!,de,Everything fine!!!!
257,"Preis Leitung passt, schönes Geschenk.Schön schwer, Metallfutter wirkt stabil. Macht einen wertigen Eindruck.",de,"Price line fits, nice gift. Nice and heavy, metal lining looks stable. Makes a valuable impression."
258,Wow. Richtiger schneller versandt. Wir sind begeistert von der makita,de,Wow. Really fast shipping. We are thrilled with the makita
259,Bohrschrauber ist ok aber er Eiert wenig,de,Drill screwdriver is ok but it bucks a bit
260,Wie gewohnt gute Qualität,de,Good quality as usual
261,Super,en,Super
262,Einwandfrei. Hat richtig Power! Da geht was da ist die Maus im Loch,de,Flawless. It has real power! There's something going on - the mouse is in the hole
263,Das ist meine zweite Akkuschrauber von Makita. Ich finde ihn sehr handlich und stark. Ich ihn nur weiterempfehlen!,de,This is my second cordless screwdriver from Makita. I find it very handy and strong. I highly recommend it!
264,absolut ausreichend er hat gut dampf im Getriebe sprich er ist ziemlich kräftig unterwegs und schraubt/fräst was das zeug hält :-) die Schlagfunktion nutze ich zwar selten aber wenn ich sie mal brauche klappt auch dieses einwandfrei bis jetzt nichts zu beanstanden würde ich jederzeit wieder kaufen,de,"absolutely sufficient it has good steam in the gearbox i.e. it is quite powerful on the road and screws/mills for all it's worth :-) i rarely use the impact function but when i need it, it works perfectly so far nothing to complain about i would buy again at any time"
265,"Super Gerät, schnell geliefert, meine Erwartung von dem Schrauber haben sich bestättigt, sogar ein kleines Licht an der Front, nicht Lebenswichtig aber nettes Detail.Schaltet sich aoto ein u. aus.",de,"Super device, delivered quickly, my expectations of the screwdriver have been confirmed, even a small light on the front, not vital but nice detail.switches aoto on and off."
266,"Bei dieser Marke erwartet man ein PRÜFUNG vor Versand !!! NIE WIEDER MAKITA, sinnloser Rücksendeaufwand wie ZEIT und GELD Verschwendung um das Paket in Coronazeiten EXTRA auf die Post zu fahren!!!!  TRAUIG TRAUIG das darf nicht passieren.",de,"With this brand you expect a CHECK before shipping !!!! NEVER AGAIN MAKITA, pointless return effort like wasting TIME and MONEY to drive the package EXTRA to the post office in Corona times!!!!  DREADY DREADY this should not happen."
267,Leider nach etwas über 2 Jahren wieder defekt... diesmal musste ich mir einen neuen kaufen,de,Unfortunately defective again after just over 2 years... this time I had to buy a new one
268,Alles lief super und Makita ist einfach gut.,de,Everything went great and Makita is just good.
269,"Das Bohrfutter hat einen extremen unrunden lauf! Löcher werden zwangsläufig grösser als gewünscht! Schrauben rein-/rausdrehen fast nicht möglich, da diese zerstört werden. Auch das gelieferte Ersatzgerät hat den gleichen Mangel! So etwas hab ich von MAKITA nicht erwartet!!!",de,"The drill chuck is extremely out of round! Holes are inevitably larger than desired! Screws are almost impossible to screw in/out, as they are destroyed. The replacement unit supplied also has the same defect! I didn't expect anything like this from MAKITA!"
270,Artikel wie beschrieben. Hat alles geklappt.,de,Item as described. Everything worked.
271,"Sehr handlich und nicht zu schwer.  Top Gerät, wie alles von Makita.  Mir kommt keine andere Marke als Markita mehr in die Werkstatt.",de,"Very handy and not too heavy.  Top tool, like everything from Makita.  I no longer use any other brand than Markita in my workshop."
272,Lässt sich nur schwer Bedienen... Bohrer.Stufenbohrer usw.,de,It is difficult to operate... Drill.step drill etc.
273,"Das was bestellt wurde, ist auch geliefert worden.Power der Fa. Makita schlecht hin.Das kleine Kraftpacket.Da Bestell ich gerne wieder und der Versand super schnell.",de,The power of the company Makita badly.the small power pack.there I order gladly again and the dispatch super fast.
274,gute Qualität,de,good quality
275,"Besitzern von Makita-Geräten muss man nichts vob diesem erklären. Es ist Handwerker-Qualität und nicht billiger Baumarkt-Trödel. Bei diesem Gerät war für mich ausschlaggebend, dass auch eine Schlagbohrer-Eigenschaft vorhanden ist. Akkus passen wie gewohnt auch von anderen Makita-Geräten.",de,"You don't have to explain anything about this one to owners of Makita tools. It is craftsman quality and not cheap DIY store junk. The decisive factor for me with this tool was that it also has a hammer drill feature. As usual, the batteries also fit other Makita tools."
276,"Für den Preis ? Immer wieder.Keine Transportkiste anbei, brauche ich auch nicht . Ich hab den Accuschrauber sowieso immer in der Werkstatt griffbereit liegen.Schlagbohren ,in einer Steinwand mit 6mm, geht besser wie meine 230V AEG-Maschine.",de,"For the price ? No transport box enclosed, I don't need it either. I always have the cordless screwdriver handy in the workshop anyway. 6 mm percussion drilling in a stone wall works better than my 230 V AEG machine."
277,Gerät ist kaputtVermutlich Lagerschaden,de,Unit is brokenSuspected bearing damage
278,"Diese Maschine kann alles, das meine DHP458 auch kann ! Sie ist aber wesentlich leichter , kleiner und handlicher . Als zweit oder Heimwerker Maschine unbedingt zu entfehlen !!!!!!",de,"This machine can do everything that my DHP458 can do! But it is much lighter, smaller and easier to handle. Absolutely recommendable as a second or do-it-yourself machine !!!!!!"
279,Schmutziger Schrauber mit gebrauchsspuren. Wollte sicher kein gebrauchtgerät. Gebrauchsanweisung nur in englisch. Ich rate ab von diesem Anbieter,de,Dirty screwdriver with signs of use. Certainly did not want a used unit. Instruction manual in English only. I advise against this supplier
280,Zu früh kaputt,de,Broken too soon
281,Der Akkuschrauber ist gut verarbeitet. Was mich jedoch stört ist das radiale Spiel in der Welle bzw. am Spannfutter. Hätte ich bei Makita nicht erwartet.Werde Sie trotzdem behalten da es keine Einschränkungen gibt beim Bohren.,de,"The cordless screwdriver is well made. What bothers me, however, is the radial play in the shaft and chuck. I would not have expected that from Makita, but I will still keep it because there are no restrictions when drilling."
282,Sehr gutes Teil,de,Very good part
283,Perfekt.,de,Perfect.
284,Wie immer top,de,As always top
285,Bei diesen Anbieter nicht zu empfehlen. Ich habe extra nicht die billigsten Anbieter genommen und bei diesen Preis geglaubt eine einwandfrei Maschine zu bekommen. Entweder werden hier B - Ware verkauft oder Makita hat bei der Qualität total nachgelassen.Die Maschine läuft nicht sauber. Ein absolutes Unding.,de,Not recommended with this supplier. I didn't go for the cheapest suppliers and thought I would get a perfect machine at this price. Either they are selling B - goods here or Makita has totally dropped in quality. The machine does not run cleanly. An absolute absurdity.
286,Achtung! Motor schon nach wenigen Bearbeitungen durchgebrannt!! Wurde nicht als Garantiefall anerkannt!!,de,Attention! Motor burnt out after only a few operations! Was not recognised as a warranty case!
287,Für den preis Top!Nur bisserl schwach aber reicht für hausarbeiten vollkommend!,de,For the price top! only a little weak but sufficient for homework fullykommend!
288,Gewohnte Makita Qualität muss man nicht viel zu sagen.Doch wer überlegt sich ein neuen zukaufen sollte sich auf jede fall die Bürstenlosen Modelle angucken.,de,"Makita's usual quality doesn't need much to be said, but if you're thinking about buying a new one, you should definitely check out the brushless models."
289,zeer goed,nl,very good
290,"Die lieferung war sehr schnell , und ich bin sehr zufrieden",de,The delivery was very fast and I am very satisfied.
291,Wie immer makita und dieses Gerät sind der Hammer und das zu diesem Preis,de,As always makita and this device are the hammer and that at this price
292,Leider sind beide Geräte die ich bestellt habe Ausgeschlagen auch nach kurzen Betriebsehr schade,de,"Unfortunately, both units I ordered failed even after a short period of operation."
293,Habe ein Loch für eine Steckdose damit gebohrt und das Teil fing an zu rauchen und zu schmelzen. Entweder kein Original oder Fehlproduktion !,de,I drilled a hole for a socket with it and the part started to smoke and melt. Either not original or not produced correctly!
294,Mein Mann wollte ihn. Er bekam ihn. Er vergibt 5 Sterne!Er hat Kraft! Super Preis-Lwsitungsverhältnis!,de,My husband wanted it. He got it. He gives it 5 stars! It has power! Great price-performance ratio!
295,Toller preis,de,Great price
296,Der Bohrer wurde bei se-shop24 bestellt. Der Bohrer war nicht orginal verpackt und defekt.Musste ihne zurücksenden und das Porto selber bezahlen.War nervig.,de,The drill was ordered from se-shop24. The drill was not originally packed and was defective. had to send it back and pay the postage myself. was annoying.
297,"Nichts anderes gewohnt, super Qualität!",de,"Not used to anything else, super quality!"
298,Also das ist ein Fake Makita extreme Vibrationen und Funkenflug Bremse macht Geräusche und wird selbst im Leerlauf viel zu warm.,de,So this is a fake Makita extreme vibrations and sparks brake makes noise and gets way too warm even at idle.
299,Super,en,Super
300,"Nach dem 2. Gebrauch innerhalb von 2 Wochen fing die Maschine an Heiß zu werden und es kommt Qualm, sowie ein stark nach Kabel verkohlter Geruch aus dem Gerät. Außerdem ließ die Leistung stark nach. Ich muss deshalb die Bohrmaschine zurücksenden. Das hätte ich von Makita nicht gedacht! Ich versuche es deshalb mit dem nächst teureren Makita Produkt.",de,"After the second use within 2 weeks, the machine started to get hot and smoke and a strong smell of charred cables came out of the machine. In addition, the performance decreased considerably. I therefore have to return the drill. I would not have thought that from Makita! I am therefore trying the next most expensive Makita product."
